,recursive_execution_time,recursive_itertools_execution_time,nested_recursive_execution_time,nested_recursive_itertools_execution_time,imperative_execution_time,imperative_itertools_execution_time,fastest_version,fastest_version_time
0,0.0020272000110708177,0.0040250000020023435,0.0013546000118367374,0.0034364000021014363,0.0013621999823953956,0.002041200001258403,nested_recursive_execution_time,0.0013546000118367374
1,0.002538900007493794,0.0031861999887041748,0.001336999994236976,0.0035518999793566763,0.0013685000012628734,0.001385699986713007,nested_recursive_execution_time,0.001336999994236976
2,0.0016688999894540757,0.0040985000086948276,0.001681400026427582,0.003850400011288002,0.0013211000186856836,0.0015388999891001731,imperative_execution_time,0.0013211000186856836
3,0.0017657999997027218,0.004360899998573586,0.001552000001538545,0.004219700000248849,0.001357699977234006,0.0013998999784234911,imperative_execution_time,0.001357699977234006
4,0.0018232000002171844,0.0042492999928072095,0.001662499998928979,0.003886999998940155,0.0016073999868240207,0.0016556000045966357,imperative_execution_time,0.0016073999868240207
5,0.00197060001664795,0.004282700014300644,0.0015960000164341182,0.0037634000182151794,0.0016063000075519085,0.0012981999898329377,imperative_itertools_execution_time,0.0012981999898329377
6,0.0009723999828565866,0.0021167999948374927,0.0007535000040661544,0.0039391000173054636,0.0015899999998509884,0.001729800016619265,nested_recursive_execution_time,0.0007535000040661544
7,0.001998099993215874,0.00425970001379028,0.001633200008654967,0.003592599998228252,0.001501500024460256,0.001703300018562004,imperative_execution_time,0.001501500024460256
8,0.001975399994989857,0.003947599994717166,0.0015839000116102397,0.003699200024129823,0.0015118999872356653,0.0014288999955169857,imperative_itertools_execution_time,0.0014288999955169857
9,0.0017828000127337873,0.003420599998207763,0.0017459999944549054,0.0038081000093370676,0.0015783999988343567,0.0016906999808270484,imperative_execution_time,0.0015783999988343567
10,0.0019969000131823123,0.004198600014206022,0.0016059000045061111,0.0037524000217672437,0.0015345000138040632,0.0016847999941091985,imperative_execution_time,0.0015345000138040632
11,0.0019643999985419214,0.004395199997816235,0.001588000013725832,0.0037093000137247145,0.0015602000057697296,0.0016996999911498278,imperative_execution_time,0.0015602000057697296
12,0.00203280002460815,0.004243799980031326,0.0015918000135570765,0.0038290999946184456,0.0015652999863959849,0.0016867999802343547,imperative_execution_time,0.0015652999863959849
13,0.0022637000074610114,0.004212699976051226,0.0018419999978505075,0.00373070000205189,0.0016186000138986856,0.000821699999505654,imperative_itertools_execution_time,0.000821699999505654
14,0.0016789000073913485,0.0025265000003855675,0.0017442000098526478,0.0028615999908652157,0.0007669000187888741,0.0009894999966491014,imperative_execution_time,0.0007669000187888741
15,0.0009504999907221645,0.003274100017733872,0.0015820999979041517,0.003788900008657947,0.0016744000022299588,0.002510599995730445,recursive_execution_time,0.0009504999907221645
16,0.002480800001649186,0.004281300003640354,0.001350200007436797,0.0033974999969359487,0.0014146000030450523,0.0014587999903596938,nested_recursive_execution_time,0.001350200007436797
17,0.0017740000039339066,0.0037178000202402472,0.0013590999878942966,0.005219000013312325,0.0013679999974556267,0.001433699973858893,nested_recursive_execution_time,0.0013590999878942966
18,0.0016938000044319779,0.0036994999973103404,0.0013999999791849405,0.003364300006069243,0.0014316999877337366,0.0014503000129479915,nested_recursive_execution_time,0.0013999999791849405
19,0.001727700000628829,0.0037105999945197254,0.001335100008873269,0.002341600018553436,0.0007357999857049435,0.0016663999995216727,imperative_execution_time,0.0007357999857049435
20,0.001989299984415993,0.0041049999999813735,0.0016966999974101782,0.0025557999906595796,0.0008608000061940402,0.0014282999909482896,imperative_execution_time,0.0008608000061940402
21,0.0016972000012174249,0.003540600009728223,0.0015881000144872814,0.003768299997318536,0.0015652999863959849,0.0018878999981097877,imperative_execution_time,0.0015652999863959849
22,0.0020164999878033996,0.004100199992535636,0.0015896999975666404,0.003812599985394627,0.0015678000054322183,0.0016747000045143068,imperative_execution_time,0.0015678000054322183
23,0.001986699993722141,0.0036152999964542687,0.000749099999666214,0.0018708999850787222,0.0007328999927267432,0.0007691000064369291,imperative_execution_time,0.0007328999927267432
24,0.0010494000161997974,0.003540900012012571,0.005652699997881427,0.005002299993066117,0.0018601999909151345,0.0016601000097580254,recursive_execution_time,0.0010494000161997974
25,0.001991600001929328,0.006288799981120974,0.0024089000071398914,0.004521099996054545,0.0025987999979406595,0.002682800026377663,recursive_execution_time,0.001991600001929328
26,0.002965699997730553,0.004227299999911338,0.0015691999869886786,0.0035952999896835536,0.0024541000020690262,0.0025099999911617488,nested_recursive_execution_time,0.0015691999869886786
27,0.0019100999925285578,0.003920700022717938,0.0015967999934218824,0.0018681999936234206,0.000825700000859797,0.0007673000218346715,imperative_itertools_execution_time,0.0007673000218346715
28,0.0012094999838154763,0.002770899998722598,0.0008812999876681715,0.0022656999935861677,0.0007382000039797276,0.0007646000012755394,imperative_execution_time,0.0007382000039797276
29,0.0009410000056959689,0.004443100013304502,0.001654199993936345,0.0038332999974954873,0.0015411000058520585,0.0015937999996822327,recursive_execution_time,0.0009410000056959689
30,0.0019022999913431704,0.004208700003800914,0.0014990000054240227,0.0038175999943632632,0.0015272999880835414,0.0016697000246495008,nested_recursive_execution_time,0.0014990000054240227
31,0.0020543999853543937,0.004417300020577386,0.0016276999958790839,0.004679700010456145,0.001604099990800023,0.0016340000147465616,imperative_execution_time,0.001604099990800023
32,0.0020179999992251396,0.004438000003574416,0.0016023000061977655,0.003710799996042624,0.0018953000253532082,0.0016909000114537776,nested_recursive_execution_time,0.0016023000061977655
